date,IdProduct,IdWarehouse,Actual_Quantity,Predicted_Quantity,Error
2025-03-01,185003,258,2.0,2.2,-0.20000000000000018
2025-03-01,185005,258,2.0,1.11,0.8899999999999999
2025-03-01,184862,258,1.0,1.07,-0.07000000000000006
2025-03-01,185008,258,1.0,1.92,-0.9199999999999999
2025-03-01,185982,258,3.0,5.64,-2.6399999999999997
2025-03-01,185983,258,3.0,2.76,0.2400000000000002
2025-03-01,185984,258,1.0,2.67,-1.67
2025-03-01,185987,258,3.0,2.35,0.6499999999999999
2025-03-01,186009,258,1.0,1.06,-0.06000000000000005
2025-03-01,186152,258,1.0,1.14,-0.1399999999999999
2025-03-01,186184,258,4.0,2.15,1.85
2025-03-01,186229,258,2.0,3.31,-1.31
2025-03-01,186230,258,1.0,2.09,-1.0899999999999999
2025-03-01,187047,258,2.0,2.05,-0.04999999999999982
2025-03-01,187349,258,2.0,1.42,0.5800000000000001
2025-03-01,187515,258,2.0,5.51,-3.51
2025-03-01,187519,258,3.0,2.85,0.1499999999999999
2025-03-01,187590,258,1.0,1.13,-0.1299999999999999
2025-03-01,187788,258,1.0,1.37,-0.3700000000000001
2025-03-01,188007,258,2.0,2.47,-0.4700000000000002
2025-03-01,188879,258,1.0,1.47,-0.47
2025-03-01,188881,258,1.0,4.45,-3.45
2025-03-01,188882,258,1.0,1.19,-0.18999999999999995
2025-03-01,189107,258,1.0,1.35,-0.3500000000000001
2025-03-01,189128,258,1.0,1.47,-0.47
2025-03-01,189231,258,4.0,2.08,1.92
2025-03-01,185007,258,1.0,1.09,-0.09000000000000008
2025-03-01,185979,258,3.0,3.34,-0.33999999999999986
2025-03-01,185978,258,2.0,1.66,0.3400000000000001
2025-03-01,189521,258,1.0,1.5,-0.5
2025-03-01,185874,258,2.0,1.69,0.31000000000000005
2025-03-01,185875,258,1.0,2.1,-1.1
2025-03-01,185024,258,2.0,0.99,1.01
2025-03-01,185028,258,1.0,1.69,-0.69
2025-03-01,185034,258,1.0,1.02,-0.020000000000000018
2025-03-01,185037,258,1.0,1.35,-0.3500000000000001
2025-03-01,185038,258,1.0,1.97,-0.97
2025-03-01,185041,258,1.0,1.49,-0.49
2025-03-01,185047,258,1.0,1.3,-0.30000000000000004
2025-03-01,185049,258,1.0,1.44,-0.43999999999999995
2025-03-01,185052,258,1.0,1.25,-0.25
2025-03-01,185061,258,10.0,1.5,8.5
2025-03-01,185065,258,2.0,1.51,0.49
2025-03-01,185022,258,1.0,1.07,-0.07000000000000006
2025-03-01,185069,258,9.0,6.11,2.8899999999999997
2025-03-01,185872,258,6.0,3.43,2.57
2025-03-01,185868,258,4.0,3.94,0.06000000000000005
2025-03-01,185181,258,1.0,1.15,-0.1499999999999999
2025-03-01,185173,258,1.0,1.36,-0.3600000000000001
2025-03-01,185179,258,1.0,2.32,-1.3199999999999998
2025-03-01,185085,258,99.0,88.08,10.920000000000002
2025-03-01,185081,258,1.0,2.42,-1.42
2025-03-01,185080,258,1.0,8.08,-7.08
2025-03-01,185079,258,3.0,3.48,-0.48
2025-03-01,185089,258,14.0,9.67,4.33
2025-04-01,198115,258,1.0,1.27,-0.27
2025-04-01,197797,258,1.0,2.26,-1.2599999999999998
2025-04-01,195887,258,5.0,2.39,2.61
2025-04-01,195883,258,4.0,4.01,-0.009999999999999787
2025-04-01,193421,258,1.0,1.28,-0.28
2025-04-01,194632,258,2.0,1.32,0.6799999999999999
2025-04-01,194464,258,1.0,1.81,-0.81
2025-04-01,194258,258,2.0,2.08,-0.08000000000000007
2025-04-01,198230,258,4.0,2.91,1.0899999999999999
2025-04-01,304076,258,1.0,1.15,-0.1499999999999999
2025-04-01,198531,258,1.0,2.03,-1.0299999999999998
2025-04-01,198794,258,6.0,7.72,-1.7199999999999998
2025-04-01,199142,258,3.0,1.84,1.16
2025-04-01,199763,258,2.0,2.82,-0.8199999999999998
2025-04-01,199848,258,8.0,3.47,4.529999999999999
2025-04-01,199849,258,1.0,1.52,-0.52
2025-04-01,199856,258,1.0,2.39,-1.3900000000000001
2025-04-01,199857,258,1.0,2.55,-1.5499999999999998
2025-04-01,193188,258,7.0,5.6,1.4000000000000004
2025-04-01,198239,258,2.0,1.3,0.7
2025-04-01,192364,258,1.0,0.94,0.06000000000000005
2025-04-01,192840,258,1.0,1.86,-0.8600000000000001
2025-04-01,199886,258,1.0,2.0,-1.0
2025-04-01,189521,258,1.0,1.61,-0.6100000000000001
2025-04-01,189533,258,2.0,0.93,1.0699999999999998
2025-04-01,190001,258,4.0,2.17,1.83
2025-04-01,190003,258,2.0,1.05,0.95
2025-04-01,190079,258,1.0,3.12,-2.12
2025-04-01,191527,258,2.0,2.12,-0.1200000000000001
2025-04-01,191528,258,1.0,1.28,-0.28
2025-04-01,191554,258,1.0,1.64,-0.6399999999999999
2025-04-01,192982,258,1.0,2.04,-1.04
2025-04-01,191556,258,1.0,1.95,-0.95
2025-04-01,192128,258,1.0,4.21,-3.21
2025-04-01,192385,258,3.0,1.89,1.11
2025-04-01,192474,258,1.0,1.48,-0.48
2025-04-01,192553,258,1.0,2.17,-1.17
2025-04-01,192554,258,1.0,1.1,-0.10000000000000009
2025-04-01,192563,258,3.0,2.44,0.56
2025-04-01,192691,258,2.0,1.08,0.9199999999999999
2025-04-01,192703,258,2.0,1.23,0.77
2025-04-01,192752,258,2.0,2.07,-0.06999999999999984
2025-04-01,192777,258,4.0,3.21,0.79
2025-04-01,192839,258,1.0,2.07,-1.0699999999999998
2025-04-01,192127,258,1.0,1.57,-0.5700000000000001
2025-04-01,199887,258,1.0,1.95,-0.95
2025-04-01,239618,258,1.0,2.05,-1.0499999999999998
2025-04-01,199902,258,2.0,2.03,-0.029999999999999805
2025-04-01,243167,258,1.0,1.21,-0.20999999999999996
2025-04-01,244402,258,1.0,1.61,-0.6100000000000001
2025-04-01,244446,258,2.0,2.99,-0.9900000000000002
2025-04-01,244478,258,1.0,1.15,-0.1499999999999999
2025-04-01,244998,258,1.0,1.21,-0.20999999999999996
2025-04-01,248647,258,1.0,2.13,-1.13
2025-04-01,249780,258,1.0,2.25,-1.25
2025-04-01,251064,258,2.0,1.12,0.8799999999999999
2025-04-01,251073,258,15.0,7.65,7.35
2025-04-01,257017,258,2.0,1.43,0.5700000000000001
2025-04-01,258593,258,2.0,1.88,0.1200000000000001
2025-04-01,258602,258,1.0,2.32,-1.3199999999999998
2025-04-01,259916,258,1.0,1.3,-0.30000000000000004
2025-04-01,268164,258,1.0,1.16,-0.15999999999999992
2025-04-01,270591,258,18.0,9.94,8.06
2025-04-01,298297,258,2.0,1.8,0.19999999999999996
2025-04-01,298298,258,1.0,1.41,-0.4099999999999999
2025-04-01,303585,258,2.0,1.47,0.53
2025-04-01,304066,258,15.0,33.01,-18.009999999999998
2025-04-01,304075,258,5.0,1.91,3.09
2025-04-01,189235,258,1.0,0.88,0.12
2025-04-01,239648,258,1.0,2.05,-1.0499999999999998
2025-04-01,239621,258,1.0,1.27,-0.27
2025-04-01,239619,258,1.0,1.25,-0.25
2025-04-01,239617,258,1.0,1.06,-0.06000000000000005
2025-04-01,201305,258,3.0,2.11,0.8900000000000001
2025-04-01,202108,258,1.0,1.81,-0.81
2025-04-01,202109,258,1.0,1.16,-0.15999999999999992
2025-04-01,202906,258,1.0,1.21,-0.20999999999999996
2025-04-01,203200,258,7.0,2.33,4.67
2025-04-01,203270,258,1.0,1.05,-0.050000000000000044
2025-04-01,203273,258,2.0,1.54,0.45999999999999996
2025-04-01,199901,258,1.0,1.97,-0.97
2025-04-01,203549,258,1.0,1.9,-0.8999999999999999
2025-04-01,203987,258,1.0,1.26,-0.26
2025-04-01,207194,258,1.0,2.31,-1.31
2025-04-01,209584,258,1.0,2.36,-1.3599999999999999
2025-04-01,219210,258,1.0,1.45,-0.44999999999999996
2025-04-01,219238,258,4.0,2.42,1.58
2025-04-01,219241,258,1.0,1.52,-0.52
2025-04-01,220927,258,6.0,2.78,3.22
2025-04-01,221029,258,1.0,1.72,-0.72
2025-04-01,185069,258,7.0,6.57,0.4299999999999997
2025-04-01,184938,258,2.0,1.37,0.6299999999999999
2025-04-01,184941,258,1.0,1.26,-0.26
2025-04-01,184945,258,1.0,2.15,-1.15
2025-04-01,184948,258,1.0,1.07,-0.07000000000000006
2025-04-01,184951,258,1.0,1.25,-0.25
2025-04-01,184952,258,2.0,1.04,0.96
2025-04-01,184954,258,2.0,2.33,-0.33000000000000007
2025-04-01,184955,258,2.0,1.18,0.8200000000000001
2025-04-01,184958,258,2.0,2.53,-0.5299999999999998
2025-04-01,184960,258,1.0,1.04,-0.040000000000000036
2025-04-01,184961,258,2.0,2.7,-0.7000000000000002
2025-04-01,184963,258,1.0,1.32,-0.32000000000000006
2025-04-01,184965,258,1.0,1.96,-0.96
2025-04-01,184966,258,1.0,3.18,-2.18
2025-04-01,184974,258,1.0,1.2,-0.19999999999999996
2025-04-01,184976,258,1.0,2.1,-1.1
2025-04-01,184984,258,1.0,1.37,-0.3700000000000001
2025-04-01,184988,258,1.0,1.27,-0.27
2025-04-01,184989,258,2.0,1.44,0.56
2025-04-01,184997,258,1.0,1.43,-0.42999999999999994
2025-04-01,184998,258,5.0,2.42,2.58
2025-04-01,184935,258,7.0,6.34,0.6600000000000001
2025-04-01,185002,258,1.0,1.99,-0.99
2025-04-01,184934,258,1.0,1.9,-0.8999999999999999
2025-04-01,184929,258,1.0,1.84,-0.8400000000000001
2025-04-01,189231,258,4.0,2.06,1.94
2025-04-01,184864,258,1.0,1.35,-0.3500000000000001
2025-04-01,184866,258,1.0,1.31,-0.31000000000000005
2025-04-01,184867,258,1.0,1.28,-0.28
2025-04-01,184868,258,3.0,2.04,0.96
2025-04-01,184873,258,1.0,2.58,-1.58
2025-04-01,184874,258,1.0,1.17,-0.16999999999999993
2025-04-01,184876,258,1.0,1.08,-0.08000000000000007
2025-04-01,184883,258,3.0,15.56,-12.56
2025-04-01,184885,258,2.0,3.12,-1.12
2025-04-01,184886,258,1.0,1.84,-0.8400000000000001
2025-04-01,184891,258,4.0,3.67,0.33000000000000007
2025-04-01,184893,258,2.0,1.42,0.5800000000000001
2025-04-01,184903,258,4.0,3.11,0.8900000000000001
2025-04-01,184907,258,1.0,1.38,-0.3799999999999999
2025-04-01,184908,258,1.0,1.69,-0.69
2025-04-01,184912,258,34.0,11.27,22.73
2025-04-01,184913,258,1.0,1.27,-0.27
2025-04-01,184914,258,1.0,1.24,-0.24
2025-04-01,184920,258,1.0,1.51,-0.51
2025-04-01,184922,258,3.0,1.7,1.3
2025-04-01,184924,258,1.0,1.08,-0.08000000000000007
2025-04-01,184927,258,1.0,1.98,-0.98
2025-04-01,184933,258,1.0,1.66,-0.6599999999999999
2025-04-01,185008,258,1.0,1.97,-0.97
2025-04-01,184936,258,1.0,1.04,-0.040000000000000036
2025-04-01,185022,258,1.0,1.18,-0.17999999999999994
2025-04-01,186007,258,2.0,1.03,0.97
2025-04-01,186184,258,1.0,1.71,-0.71
2025-04-01,186229,258,9.0,2.87,6.13
2025-04-01,186230,258,2.0,2.05,-0.04999999999999982
2025-04-01,187346,258,1.0,1.13,-0.1299999999999999
2025-04-01,187349,258,2.0,1.42,0.5800000000000001
2025-04-01,187353,258,1.0,1.01,-0.010000000000000009
2025-04-01,187515,258,6.0,4.11,1.8899999999999997
2025-04-01,187519,258,4.0,3.92,0.08000000000000007
2025-04-01,187585,258,1.0,1.12,-0.1200000000000001
2025-04-01,187587,258,1.0,1.26,-0.26
2025-04-01,187788,258,2.0,1.46,0.54
2025-04-01,188007,258,7.0,2.24,4.76
2025-04-01,188879,258,2.0,1.68,0.32000000000000006
2025-04-01,188880,258,3.0,2.05,0.9500000000000002
2025-04-01,188881,258,6.0,3.11,2.89
2025-04-01,188882,258,3.0,1.24,1.76
2025-04-01,188883,258,2.0,2.07,-0.06999999999999984
2025-04-01,188897,258,1.0,1.03,-0.030000000000000027
2025-04-01,189107,258,1.0,1.31,-0.31000000000000005
2025-04-01,189128,258,1.0,1.44,-0.43999999999999995
2025-04-01,185020,258,3.0,1.08,1.92
2025-04-01,187786,258,1.0,0.97,0.030000000000000027
2025-04-01,185987,258,8.0,2.67,5.33
2025-04-01,189129,258,1.0,1.13,-0.1299999999999999
2025-04-01,185061,258,9.0,2.86,6.140000000000001
2025-04-01,185028,258,2.0,1.54,0.45999999999999996
2025-04-01,185033,258,1.0,1.87,-0.8700000000000001
2025-04-01,185040,258,1.0,2.07,-1.0699999999999998
2025-04-01,185044,258,1.0,1.05,-0.050000000000000044
2025-04-01,185052,258,1.0,1.24,-0.24
2025-04-01,185057,258,1.0,2.02,-1.02
2025-04-01,185984,258,1.0,3.28,-2.28
2025-04-01,185065,258,1.0,1.7,-0.7
2025-04-01,185079,258,2.0,3.81,-1.81
2025-04-01,185080,258,5.0,6.63,-1.63
2025-04-01,185088,258,1.0,1.01,-0.010000000000000009
2025-04-01,185085,258,85.0,88.08,-3.0799999999999983
2025-04-01,185175,258,2.0,1.85,0.1499999999999999
2025-04-01,185983,258,3.0,3.0,0.0
2025-04-01,185982,258,4.0,5.04,-1.04
2025-04-01,185978,258,1.0,2.05,-1.0499999999999998
2025-04-01,185089,258,13.0,12.76,0.2400000000000002
2025-04-01,185875,258,2.0,1.62,0.3799999999999999
2025-04-01,185880,258,2.0,1.37,0.6299999999999999
2025-04-01,185872,258,3.0,3.17,-0.16999999999999993
2025-04-01,185868,258,4.0,4.81,-0.8099999999999996
2025-04-01,185697,258,2.0,1.21,0.79
2025-04-01,185181,258,1.0,1.48,-0.48
2025-04-01,185874,258,5.0,2.21,2.79
2025-05-01,194408,258,2.0,1.22,0.78
2025-05-01,197676,258,2.0,2.44,-0.43999999999999995
2025-05-01,195883,258,4.0,3.45,0.5499999999999998
2025-05-01,194464,258,3.0,2.01,0.9900000000000002
2025-05-01,193421,258,1.0,1.3,-0.30000000000000004
2025-05-01,199901,258,1.0,2.12,-1.12
2025-05-01,193403,258,1.0,1.06,-0.06000000000000005
2025-05-01,193371,258,2.0,1.67,0.33000000000000007
2025-05-01,193214,258,1.0,2.15,-1.15
2025-05-01,193188,258,6.0,6.64,-0.6399999999999997
2025-05-01,193404,258,1.0,2.61,-1.6099999999999999
2025-05-01,197699,258,2.0,2.19,-0.18999999999999995
2025-05-01,199857,258,2.0,2.05,-0.04999999999999982
2025-05-01,197798,258,3.0,2.26,0.7400000000000002
2025-05-01,198115,258,1.0,1.31,-0.31000000000000005
2025-05-01,198145,258,1.0,2.17,-1.17
2025-05-01,198239,258,2.0,1.23,0.77
2025-05-01,198241,258,1.0,2.17,-1.17
2025-05-01,198794,258,19.0,6.03,12.969999999999999
2025-05-01,198795,258,1.0,1.09,-0.09000000000000008
2025-05-01,199039,258,5.0,1.66,3.34
2025-05-01,199848,258,7.0,4.24,2.76
2025-05-01,192990,258,3.0,9.66,-6.66
2025-05-01,197797,258,2.0,2.57,-0.5699999999999998
2025-05-01,192839,258,1.0,2.37,-1.37
2025-05-01,192135,258,1.0,1.15,-0.1499999999999999
2025-05-01,192702,258,2.0,2.31,-0.31000000000000005
2025-05-01,190001,258,4.0,2.33,1.67
2025-05-01,190003,258,1.0,1.07,-0.07000000000000006
2025-05-01,190072,258,1.0,1.01,-0.010000000000000009
2025-05-01,190079,258,1.0,2.87,-1.87
2025-05-01,190338,258,2.0,2.63,-0.6299999999999999
2025-05-01,191527,258,2.0,1.73,0.27
2025-05-01,191554,258,1.0,1.64,-0.6399999999999999
2025-05-01,191556,258,2.0,2.12,-0.1200000000000001
2025-05-01,191666,258,1.0,0.87,0.13
2025-05-01,192005,258,1.0,2.06,-1.06
2025-05-01,192006,258,1.0,2.06,-1.06
2025-05-01,192082,258,1.0,1.13,-0.1299999999999999
2025-05-01,192128,258,1.0,3.38,-2.38
2025-05-01,192140,258,1.0,2.48,-1.48
2025-05-01,192385,258,1.0,1.84,-0.8400000000000001
2025-05-01,192398,258,1.0,1.18,-0.17999999999999994
2025-05-01,192413,258,2.0,1.19,0.81
2025-05-01,192420,258,1.0,1.56,-0.56
2025-05-01,192474,258,1.0,1.54,-0.54
2025-05-01,192477,258,1.0,1.14,-0.1399999999999999
2025-05-01,192553,258,1.0,2.2,-1.2000000000000002
2025-05-01,192563,258,1.0,2.94,-1.94
2025-05-01,192691,258,1.0,1.07,-0.07000000000000006
2025-05-01,192752,258,2.0,1.98,0.020000000000000018
2025-05-01,199902,258,1.0,1.94,-0.94
2025-05-01,202108,258,2.0,1.63,0.3700000000000001
2025-05-01,243178,258,1.0,1.21,-0.20999999999999996
2025-05-01,244446,258,4.0,2.75,1.25
2025-05-01,247466,258,1.0,2.33,-1.33
2025-05-01,247604,258,4.0,7.31,-3.3099999999999996
2025-05-01,247661,258,1.0,1.74,-0.74
2025-05-01,249780,258,4.0,2.15,1.85
2025-05-01,251064,258,2.0,1.08,0.9199999999999999
2025-05-01,251073,258,10.0,6.68,3.3200000000000003
2025-05-01,257017,258,1.0,1.36,-0.3600000000000001
2025-05-01,258593,258,1.0,1.42,-0.41999999999999993
2025-05-01,258602,258,1.0,2.39,-1.3900000000000001
2025-05-01,266358,258,1.0,1.35,-0.3500000000000001
2025-05-01,268312,258,1.0,1.04,-0.040000000000000036
2025-05-01,270591,258,16.0,13.26,2.74
2025-05-01,286888,258,1.0,2.08,-1.08
2025-05-01,298297,258,4.0,1.71,2.29
2025-05-01,298299,258,2.0,1.44,0.56
2025-05-01,298301,258,1.0,2.29,-1.29
2025-05-01,301766,258,1.0,2.02,-1.02
2025-05-01,304066,258,26.0,15.82,10.18
2025-05-01,304074,258,1.0,1.73,-0.73
2025-05-01,304075,258,3.0,1.58,1.42
2025-05-01,189234,258,2.0,2.09,-0.08999999999999986
2025-05-01,243167,258,1.0,1.14,-0.1399999999999999
2025-05-01,239621,258,1.0,1.38,-0.3799999999999999
2025-05-01,239618,258,2.0,2.29,-0.29000000000000004
2025-05-01,222492,258,1.0,1.45,-0.44999999999999996
2025-05-01,202109,258,1.0,1.26,-0.26
2025-05-01,202204,258,2.0,2.07,-0.06999999999999984
2025-05-01,203200,258,1.0,1.83,-0.8300000000000001
2025-05-01,203268,258,1.0,1.07,-0.07000000000000006
2025-05-01,203270,258,2.0,1.13,0.8700000000000001
2025-05-01,203273,258,2.0,1.57,0.42999999999999994
2025-05-01,203532,258,1.0,1.32,-0.32000000000000006
2025-05-01,203549,258,1.0,1.88,-0.8799999999999999
2025-05-01,201653,258,1.0,1.1,-0.10000000000000009
2025-05-01,203555,258,1.0,1.07,-0.07000000000000006
2025-05-01,207073,258,1.0,1.06,-0.06000000000000005
2025-05-01,207194,258,2.0,2.54,-0.54
2025-05-01,219238,258,4.0,1.75,2.25
2025-05-01,219241,258,4.0,1.94,2.06
2025-05-01,220259,258,3.0,1.92,1.08
2025-05-01,220927,258,6.0,2.77,3.23
2025-05-01,221270,258,1.0,2.17,-1.17
2025-05-01,221563,258,1.0,1.83,-0.8300000000000001
2025-05-01,222473,258,1.0,2.03,-1.0299999999999998
2025-05-01,203987,258,3.0,1.22,1.78
2025-05-01,189132,258,1.0,2.08,-1.08
2025-05-01,189231,258,2.0,1.84,0.15999999999999992
2025-05-01,184935,258,7.0,8.16,-1.1600000000000001
2025-05-01,184938,258,3.0,1.39,1.61
2025-05-01,184939,258,1.0,1.87,-0.8700000000000001
2025-05-01,184941,258,1.0,1.37,-0.3700000000000001
2025-05-01,184945,258,2.0,2.44,-0.43999999999999995
2025-05-01,184948,258,1.0,1.19,-0.18999999999999995
2025-05-01,184950,258,1.0,1.13,-0.1299999999999999
2025-05-01,184951,258,2.0,1.53,0.47
2025-05-01,184954,258,3.0,2.36,0.6400000000000001
2025-05-01,184958,258,1.0,2.05,-1.0499999999999998
2025-05-01,184960,258,1.0,1.11,-0.1100000000000001
2025-05-01,184961,258,2.0,2.95,-0.9500000000000002
2025-05-01,184963,258,1.0,1.37,-0.3700000000000001
2025-05-01,184965,258,1.0,2.23,-1.23
2025-05-01,184973,258,1.0,2.04,-1.04
2025-05-01,184974,258,1.0,1.22,-0.21999999999999997
2025-05-01,184976,258,5.0,1.72,3.2800000000000002
2025-05-01,184990,258,1.0,1.07,-0.07000000000000006
2025-05-01,184997,258,3.0,1.43,1.57
2025-05-01,184998,258,1.0,1.83,-0.8300000000000001
2025-05-01,185001,258,1.0,1.48,-0.48
2025-05-01,185002,258,1.0,2.37,-1.37
2025-05-01,185007,258,1.0,1.18,-0.17999999999999994
2025-05-01,184934,258,2.0,1.77,0.22999999999999998
2025-05-01,184933,258,5.0,1.77,3.23
2025-05-01,184930,258,1.0,1.29,-0.29000000000000004
2025-05-01,184924,258,1.0,1.11,-0.1100000000000001
2025-05-01,189128,258,1.0,1.47,-0.47
2025-05-01,184862,258,1.0,1.22,-0.21999999999999997
2025-05-01,184864,258,1.0,1.43,-0.42999999999999994
2025-05-01,184866,258,2.0,1.32,0.6799999999999999
2025-05-01,184868,258,7.0,2.0,5.0
2025-05-01,184869,258,3.0,1.66,1.34
2025-05-01,184872,258,1.0,1.1,-0.10000000000000009
2025-05-01,184873,258,8.0,2.85,5.15
2025-05-01,184874,258,1.0,1.19,-0.18999999999999995
2025-05-01,184877,258,2.0,1.31,0.69
2025-05-01,185024,258,1.0,1.08,-0.08000000000000007
2025-05-01,184879,258,1.0,1.35,-0.3500000000000001
2025-05-01,184885,258,5.0,2.62,2.38
2025-05-01,184886,258,1.0,2.01,-1.0099999999999998
2025-05-01,184887,258,2.0,1.78,0.21999999999999997
2025-05-01,184891,258,3.0,3.58,-0.5800000000000001
2025-05-01,184893,258,4.0,1.59,2.41
2025-05-01,184899,258,2.0,2.92,-0.9199999999999999
2025-05-01,184903,258,4.0,2.89,1.1099999999999999
2025-05-01,184910,258,1.0,2.16,-1.1600000000000001
2025-05-01,184911,258,2.0,2.08,-0.08000000000000007
2025-05-01,184912,258,16.0,30.68,-14.68
2025-05-01,184883,258,4.0,6.01,-2.01
2025-05-01,185028,258,1.0,1.87,-0.8700000000000001
2025-05-01,184966,258,3.0,3.16,-0.16000000000000014
2025-05-01,185984,258,2.0,3.3,-1.2999999999999998
2025-05-01,185987,258,6.0,2.33,3.67
2025-05-01,186007,258,2.0,0.92,1.08
2025-05-01,186009,258,1.0,1.09,-0.09000000000000008
2025-05-01,186184,258,1.0,2.11,-1.1099999999999999
2025-05-01,186229,258,3.0,4.0,-1.0
2025-05-01,187346,258,1.0,1.13,-0.1299999999999999
2025-05-01,187349,258,6.0,1.27,4.73
2025-05-01,187515,258,4.0,5.4,-1.4000000000000004
2025-05-01,185029,258,1.0,2.78,-1.7799999999999998
2025-05-01,187585,258,1.0,1.13,-0.1299999999999999
2025-05-01,185983,258,2.0,3.4,-1.4
2025-05-01,187587,258,1.0,1.15,-0.1499999999999999
2025-05-01,187597,258,1.0,1.91,-0.9099999999999999
2025-05-01,187785,258,1.0,1.22,-0.21999999999999997
2025-05-01,187786,258,1.0,0.93,0.06999999999999995
2025-05-01,188007,258,3.0,3.53,-0.5299999999999998
2025-05-01,188879,258,2.0,1.54,0.45999999999999996
2025-05-01,188880,258,1.0,1.63,-0.6299999999999999
2025-05-01,188881,258,2.0,3.23,-1.23
2025-05-01,188882,258,3.0,1.31,1.69
2025-05-01,188883,258,2.0,2.21,-0.20999999999999996
2025-05-01,189107,258,5.0,1.38,3.62
2025-05-01,189123,258,2.0,1.23,0.77
2025-05-01,187588,258,1.0,2.15,-1.15
2025-05-01,185982,258,4.0,4.91,-0.9100000000000001
2025-05-01,187519,258,4.0,3.94,0.06000000000000005
2025-05-01,185978,258,3.0,2.14,0.8599999999999999
2025-05-01,185979,258,1.0,2.87,-1.87
2025-05-01,185037,258,1.0,1.27,-0.27
2025-05-01,185038,258,1.0,2.0,-1.0
2025-05-01,185040,258,1.0,2.12,-1.12
2025-05-01,185041,258,1.0,1.8,-0.8
2025-05-01,185043,258,1.0,1.06,-0.06000000000000005
2025-05-01,185049,258,1.0,2.22,-1.2200000000000002
2025-05-01,185061,258,10.0,3.13,6.87
2025-05-01,185065,258,2.0,1.66,0.3400000000000001
2025-05-01,185069,258,7.0,5.76,1.2400000000000002
2025-05-01,185079,258,2.0,2.78,-0.7799999999999998
2025-05-01,185035,258,1.0,1.12,-0.1200000000000001
2025-05-01,185081,258,2.0,2.28,-0.2799999999999998
2025-05-01,185085,258,179.0,88.08,90.92
2025-05-01,185089,258,13.0,11.71,1.2899999999999991
2025-05-01,185107,258,1.0,2.08,-1.08
2025-05-01,185181,258,1.0,1.42,-0.41999999999999993
2025-05-01,185868,258,7.0,4.17,2.83
2025-05-01,185872,258,3.0,2.97,0.029999999999999805
2025-05-01,185874,258,4.0,1.83,2.17
2025-05-01,185080,258,6.0,6.41,-0.41000000000000014
2025-06-01,193404,258,1.0,1.95,-0.95
2025-06-01,193371,258,1.0,1.72,-0.72
2025-06-01,193241,258,1.0,2.2,-1.2000000000000002
2025-06-01,192868,258,1.0,2.23,-1.23
2025-06-01,193188,258,3.0,6.81,-3.8099999999999996
2025-06-01,192990,258,2.0,9.58,-7.58
2025-06-01,192982,258,1.0,2.26,-1.2599999999999998
2025-06-01,194200,258,1.0,2.92,-1.92
2025-06-01,192840,258,2.0,1.89,0.1100000000000001
2025-06-01,193214,258,1.0,2.23,-1.23
2025-06-01,194408,258,2.0,1.09,0.9099999999999999
2025-06-01,197699,258,1.0,2.02,-1.02
2025-06-01,194564,258,1.0,1.72,-0.72
2025-06-01,195650,258,1.0,2.17,-1.17
2025-06-01,195883,258,3.0,4.05,-1.0499999999999998
2025-06-01,197795,258,1.0,2.12,-1.12
2025-06-01,197797,258,1.0,3.12,-2.12
2025-06-01,197798,258,1.0,2.57,-1.5699999999999998
2025-06-01,198145,258,1.0,2.27,-1.27
2025-06-01,198230,258,2.0,2.08,-0.08000000000000007
2025-06-01,198239,258,5.0,1.26,3.74
2025-06-01,198489,258,1.0,1.56,-0.56
2025-06-01,192839,258,1.0,2.28,-1.2799999999999998
2025-06-01,194464,258,2.0,2.63,-0.6299999999999999
2025-06-01,192823,258,1.0,1.18,-0.17999999999999994
2025-06-01,189235,258,1.0,0.9,0.09999999999999998
2025-06-01,192691,258,5.0,1.08,3.92
2025-06-01,198492,258,1.0,2.31,-1.31
2025-06-01,190001,258,2.0,2.47,-0.4700000000000002
2025-06-01,190003,258,2.0,1.4,0.6000000000000001
2025-06-01,190072,258,1.0,1.0,0.0
2025-06-01,190073,258,1.0,1.59,-0.5900000000000001
2025-06-01,190074,258,1.0,1.26,-0.26
2025-06-01,190079,258,3.0,3.03,-0.029999999999999805
2025-06-01,190232,258,1.0,1.09,-0.09000000000000008
2025-06-01,191528,258,2.0,1.62,0.3799999999999999
2025-06-01,191554,258,1.0,1.89,-0.8899999999999999
2025-06-01,192128,258,1.0,4.17,-3.17
2025-06-01,192777,258,3.0,2.94,0.06000000000000005
2025-06-01,192131,258,1.0,2.08,-1.08
2025-06-01,192135,258,1.0,1.1,-0.10000000000000009
2025-06-01,192140,258,1.0,2.6,-1.6
2025-06-01,192156,258,1.0,2.2,-1.2000000000000002
2025-06-01,192398,258,1.0,1.18,-0.17999999999999994
2025-06-01,192413,258,1.0,1.18,-0.17999999999999994
2025-06-01,192474,258,1.0,1.63,-0.6299999999999999
2025-06-01,192476,258,1.0,1.12,-0.1200000000000001
2025-06-01,192553,258,1.0,2.94,-1.94
2025-06-01,192554,258,1.0,1.12,-0.1200000000000001
2025-06-01,192563,258,1.0,2.69,-1.69
2025-06-01,198794,258,17.0,6.39,10.61
2025-06-01,336046,258,1.0,2.03,-1.0299999999999998
2025-06-01,223382,258,1.0,1.71,-0.71
2025-06-01,239618,258,3.0,2.01,0.9900000000000002
2025-06-01,239646,258,2.0,1.17,0.8300000000000001
