date,IdProduct,IdWarehouse,Actual_Quantity,Predicted_Quantity,Error
2025-06-01,243178,258,1.0,1.17,-0.16999999999999993
2025-06-01,244402,258,2.0,2.1,-0.10000000000000009
2025-06-01,244446,258,2.0,2.89,-0.8900000000000001
2025-06-01,244998,258,2.0,1.42,0.5800000000000001
2025-06-01,247661,258,2.0,1.96,0.040000000000000036
2025-06-01,249780,258,1.0,1.64,-0.6399999999999999
2025-06-01,251064,258,2.0,1.17,0.8300000000000001
2025-06-01,251073,258,18.0,6.87,11.129999999999999
2025-06-01,222473,258,1.0,2.14,-1.1400000000000001
2025-06-01,257017,258,2.0,1.51,0.49
2025-06-01,259916,258,2.0,1.51,0.49
2025-06-01,266358,258,2.0,1.42,0.5800000000000001
2025-06-01,270591,258,17.0,12.09,4.91
2025-06-01,298297,258,4.0,1.66,2.34
2025-06-01,298298,258,1.0,1.6,-0.6000000000000001
2025-06-01,298299,258,3.0,1.31,1.69
2025-06-01,304066,258,24.0,42.24,-18.240000000000002
2025-06-01,304074,258,1.0,1.85,-0.8500000000000001
2025-06-01,304075,258,4.0,1.76,2.24
2025-06-01,304076,258,2.0,1.23,0.77
2025-06-01,258602,258,1.0,1.99,-0.99
2025-06-01,199039,258,1.0,1.76,-0.76
2025-06-01,220927,258,9.0,3.11,5.890000000000001
2025-06-01,219238,258,2.0,1.47,0.53
2025-06-01,199763,258,12.0,2.62,9.379999999999999
2025-06-01,199848,258,5.0,3.83,1.17
2025-06-01,199849,258,1.0,1.6,-0.6000000000000001
2025-06-01,199856,258,2.0,1.93,0.07000000000000006
2025-06-01,199857,258,1.0,2.45,-1.4500000000000002
2025-06-01,199887,258,1.0,2.24,-1.2400000000000002
2025-06-01,199901,258,2.0,2.26,-0.2599999999999998
2025-06-01,199902,258,1.0,2.19,-1.19
2025-06-01,201305,258,4.0,1.86,2.1399999999999997
2025-06-01,201653,258,3.0,1.08,1.92
2025-06-01,202109,258,1.0,1.35,-0.3500000000000001
2025-06-01,219241,258,1.0,1.61,-0.6100000000000001
2025-06-01,203200,258,3.0,2.47,0.5299999999999998
2025-06-01,203270,258,1.0,1.25,-0.25
2025-06-01,203273,258,3.0,1.44,1.56
2025-06-01,203555,258,1.0,1.09,-0.09000000000000008
2025-06-01,203584,258,1.0,1.06,-0.06000000000000005
2025-06-01,203986,258,1.0,2.23,-1.23
2025-06-01,207194,258,1.0,2.43,-1.4300000000000002
2025-06-01,202906,258,1.0,1.22,-0.21999999999999997
2025-06-01,189521,258,2.0,1.55,0.44999999999999996
2025-06-01,189129,258,1.0,1.16,-0.15999999999999992
2025-06-01,184945,258,2.0,2.64,-0.6400000000000001
2025-06-01,184948,258,2.0,1.09,0.9099999999999999
2025-06-01,184950,258,1.0,1.1,-0.10000000000000009
2025-06-01,184951,258,2.0,1.3,0.7
2025-06-01,184954,258,7.0,1.24,5.76
2025-06-01,184955,258,4.0,1.38,2.62
2025-06-01,184958,258,3.0,2.15,0.8500000000000001
2025-06-01,184960,258,1.0,1.13,-0.1299999999999999
2025-06-01,184961,258,2.0,3.2,-1.2000000000000002
2025-06-01,184963,258,1.0,1.48,-0.48
2025-06-01,184966,258,1.0,2.84,-1.8399999999999999
2025-06-01,184938,258,3.0,1.4,1.6
2025-06-01,184969,258,1.0,2.15,-1.15
2025-06-01,184976,258,2.0,2.02,-0.020000000000000018
2025-06-01,184977,258,1.0,1.18,-0.17999999999999994
2025-06-01,184984,258,1.0,1.52,-0.52
2025-06-01,184989,258,3.0,1.2,1.8
2025-06-01,184991,258,3.0,1.08,1.92
2025-06-01,184997,258,1.0,1.26,-0.26
2025-06-01,185003,258,1.0,2.0,-1.0
2025-06-01,185007,258,1.0,1.13,-0.1299999999999999
2025-06-01,185010,258,1.0,1.13,-0.1299999999999999
2025-06-01,184970,258,1.0,2.03,-1.0299999999999998
2025-06-01,184935,258,7.0,5.15,1.8499999999999996
2025-06-01,184933,258,2.0,1.25,0.75
2025-06-01,184930,258,1.0,1.28,-0.28
2025-06-01,189227,258,2.0,1.18,0.8200000000000001
2025-06-01,184868,258,5.0,1.86,3.1399999999999997
2025-06-01,184873,258,8.0,2.06,5.9399999999999995
2025-06-01,184881,258,4.0,4.13,-0.1299999999999999
2025-06-01,184883,258,4.0,7.95,-3.95
2025-06-01,184885,258,2.0,2.59,-0.5899999999999999
2025-06-01,184887,258,1.0,1.54,-0.54
2025-06-01,184891,258,1.0,3.6,-2.6
2025-06-01,184893,258,1.0,1.23,-0.22999999999999998
2025-06-01,184897,258,1.0,1.35,-0.3500000000000001
2025-06-01,184899,258,3.0,3.0,0.0
2025-06-01,184903,258,1.0,3.01,-2.01
2025-06-01,184907,258,1.0,1.54,-0.54
2025-06-01,184910,258,1.0,2.18,-1.1800000000000002
2025-06-01,184911,258,3.0,1.91,1.09
2025-06-01,184912,258,5.0,11.0,-6.0
2025-06-01,184914,258,1.0,1.34,-0.3400000000000001
2025-06-01,184920,258,1.0,1.52,-0.52
2025-06-01,184922,258,2.0,1.53,0.47
2025-06-01,184924,258,1.0,1.13,-0.1299999999999999
2025-06-01,184927,258,6.0,2.26,3.74
2025-06-01,184928,258,1.0,1.14,-0.1399999999999999
2025-06-01,184929,258,1.0,2.03,-1.0299999999999998
2025-06-01,185014,258,1.0,2.17,-1.17
2025-06-01,185022,258,2.0,1.05,0.95
2025-06-01,184864,258,1.0,1.44,-0.43999999999999995
2025-06-01,185983,258,1.0,3.07,-2.07
2025-06-01,185987,258,1.0,3.27,-2.27
2025-06-01,186007,258,1.0,0.98,0.020000000000000018
2025-06-01,186184,258,1.0,2.07,-1.0699999999999998
2025-06-01,186229,258,3.0,2.85,0.1499999999999999
2025-06-01,186230,258,1.0,1.97,-0.97
2025-06-01,186948,258,1.0,1.7,-0.7
2025-06-01,187047,258,1.0,1.84,-0.8400000000000001
2025-06-01,187349,258,3.0,1.08,1.92
2025-06-01,187515,258,1.0,4.54,-3.54
2025-06-01,187587,258,1.0,1.41,-0.4099999999999999
2025-06-01,185982,258,5.0,5.07,-0.07000000000000028
2025-06-01,187588,258,2.0,2.47,-0.4700000000000002
2025-06-01,187779,258,1.0,1.13,-0.1299999999999999
2025-06-01,187785,258,2.0,1.56,0.43999999999999995
2025-06-01,187786,258,1.0,1.06,-0.06000000000000005
2025-06-01,188007,258,4.0,3.1,0.8999999999999999
2025-06-01,188879,258,2.0,1.34,0.6599999999999999
2025-06-01,188880,258,1.0,1.74,-0.74
2025-06-01,188881,258,3.0,3.2,-0.20000000000000018
2025-06-01,188882,258,4.0,1.27,2.73
2025-06-01,188883,258,3.0,2.45,0.5499999999999998
2025-06-01,189123,258,4.0,1.21,2.79
2025-06-01,185029,258,1.0,2.16,-1.1600000000000001
2025-06-01,185979,258,3.0,2.9,0.10000000000000009
2025-06-01,187519,258,2.0,4.79,-2.79
2025-06-01,185874,258,7.0,1.79,5.21
2025-06-01,185978,258,2.0,1.62,0.3799999999999999
2025-06-01,185035,258,1.0,1.13,-0.1299999999999999
2025-06-01,185038,258,1.0,2.66,-1.6600000000000001
2025-06-01,185045,258,1.0,1.11,-0.1100000000000001
2025-06-01,185049,258,2.0,2.6,-0.6000000000000001
2025-06-01,185051,258,1.0,1.59,-0.5900000000000001
2025-06-01,185052,258,1.0,1.23,-0.22999999999999998
2025-06-01,185056,258,1.0,1.24,-0.24
2025-06-01,185061,258,2.0,2.72,-0.7200000000000002
2025-06-01,185069,258,7.0,5.23,1.7699999999999996
2025-06-01,185079,258,3.0,2.85,0.1499999999999999
2025-06-01,185034,258,1.0,1.03,-0.030000000000000027
2025-06-01,185080,258,4.0,6.61,-2.6100000000000003
2025-06-01,185697,258,1.0,1.39,-0.3899999999999999
2025-06-01,185181,258,1.0,1.66,-0.6599999999999999
2025-06-01,185179,258,1.0,2.14,-1.1400000000000001
2025-06-01,185175,258,1.0,1.83,-0.8300000000000001
2025-06-01,185868,258,3.0,5.84,-2.84
2025-06-01,185089,258,11.0,13.45,-2.4499999999999993
2025-06-01,185085,258,92.0,88.08,3.9200000000000017
2025-06-01,185081,258,2.0,2.26,-0.2599999999999998
2025-06-01,185173,258,1.0,1.27,-0.27
2025-07-01,195653,258,1.0,2.22,-1.2200000000000002
2025-07-01,193371,258,1.0,1.79,-0.79
2025-07-01,193404,258,1.0,2.09,-1.0899999999999999
2025-07-01,193417,258,1.0,2.23,-1.23
2025-07-01,193421,258,2.0,1.55,0.44999999999999996
2025-07-01,194200,258,1.0,2.75,-1.75
2025-07-01,194408,258,2.0,1.18,0.8200000000000001
2025-07-01,194464,258,3.0,2.69,0.31000000000000005
2025-07-01,194564,258,1.0,1.81,-0.81
2025-07-01,195650,258,1.0,2.42,-1.42
2025-07-01,195875,258,1.0,2.31,-1.31
2025-07-01,198794,258,15.0,6.83,8.17
2025-07-01,195887,258,1.0,2.3,-1.2999999999999998
2025-07-01,197699,258,1.0,2.26,-1.2599999999999998
2025-07-01,197795,258,2.0,2.07,-0.06999999999999984
2025-07-01,197797,258,3.0,2.84,0.16000000000000014
2025-07-01,197798,258,4.0,2.57,1.4300000000000002
2025-07-01,198115,258,1.0,1.41,-0.4099999999999999
2025-07-01,198230,258,1.0,2.03,-1.0299999999999998
2025-07-01,198239,258,1.0,1.22,-0.21999999999999997
2025-07-01,198492,258,1.0,2.39,-1.3900000000000001
2025-07-01,198672,258,1.0,2.13,-1.13
2025-07-01,193238,258,2.0,1.44,0.56
2025-07-01,195883,258,8.0,4.77,3.2300000000000004
2025-07-01,193188,258,14.0,6.95,7.05
2025-07-01,189231,258,3.0,1.96,1.04
2025-07-01,192990,258,3.0,5.86,-2.8600000000000003
2025-07-01,199039,258,3.0,1.91,1.09
2025-07-01,189235,258,1.0,1.21,-0.20999999999999996
2025-07-01,189521,258,2.0,1.52,0.48
2025-07-01,190001,258,3.0,1.53,1.47
2025-07-01,190003,258,1.0,1.34,-0.3400000000000001
2025-07-01,190073,258,1.0,1.84,-0.8400000000000001
2025-07-01,190079,258,3.0,2.96,0.040000000000000036
2025-07-01,191391,258,1.0,1.24,-0.24
2025-07-01,191527,258,1.0,1.69,-0.69
2025-07-01,191528,258,1.0,1.65,-0.6499999999999999
2025-07-01,192081,258,1.0,2.26,-1.2599999999999998
2025-07-01,192082,258,1.0,1.34,-0.3400000000000001
2025-07-01,192128,258,5.0,3.72,1.2799999999999998
2025-07-01,192135,258,2.0,1.46,0.54
2025-07-01,192413,258,3.0,1.29,1.71
2025-07-01,192420,258,2.0,1.67,0.33000000000000007
2025-07-01,192474,258,1.0,1.8,-0.8
2025-07-01,192493,258,2.0,1.94,0.06000000000000005
2025-07-01,192691,258,4.0,1.22,2.7800000000000002
2025-07-01,192703,258,1.0,1.29,-0.29000000000000004
2025-07-01,192752,258,2.0,1.98,0.020000000000000018
2025-07-01,192777,258,5.0,2.68,2.32
2025-07-01,192840,258,2.0,1.76,0.24
2025-07-01,193070,258,1.0,2.23,-1.23
2025-07-01,199763,258,4.0,4.66,-0.6600000000000001
2025-07-01,219238,258,5.0,2.13,2.87
2025-07-01,199856,258,1.0,1.93,-0.9299999999999999
2025-07-01,239618,258,1.0,1.83,-0.8300000000000001
2025-07-01,239619,258,1.0,1.35,-0.3500000000000001
2025-07-01,244402,258,2.0,2.35,-0.3500000000000001
2025-07-01,244446,258,4.0,3.26,0.7400000000000002
2025-07-01,249780,258,3.0,1.98,1.02
2025-07-01,250024,258,1.0,1.41,-0.4099999999999999
2025-07-01,251073,258,6.0,7.25,-1.25
2025-07-01,257017,258,3.0,1.62,1.38
2025-07-01,258602,258,1.0,2.17,-1.17
2025-07-01,266358,258,1.0,1.27,-0.27
2025-07-01,268312,258,1.0,1.21,-0.20999999999999996
2025-07-01,222475,258,1.0,2.33,-1.33
2025-07-01,268313,258,4.0,1.69,2.31
2025-07-01,270591,258,20.0,9.77,10.23
2025-07-01,286888,258,1.0,2.33,-1.33
2025-07-01,298297,258,4.0,1.36,2.6399999999999997
2025-07-01,298298,258,1.0,2.26,-1.2599999999999998
2025-07-01,298299,258,1.0,1.23,-0.22999999999999998
2025-07-01,298301,258,1.0,2.33,-1.33
2025-07-01,304066,258,29.0,24.67,4.329999999999998
2025-07-01,304075,258,3.0,1.86,1.14
2025-07-01,304076,258,1.0,1.31,-0.31000000000000005
2025-07-01,189132,258,2.0,2.37,-0.3700000000000001
2025-07-01,336046,258,2.0,2.29,-0.29000000000000004
2025-07-01,269395,258,1.0,2.16,-1.1600000000000001
2025-07-01,222473,258,1.0,2.37,-1.37
2025-07-01,221563,258,1.0,1.64,-0.6399999999999999
2025-07-01,221270,258,1.0,2.31,-1.31
2025-07-01,199857,258,2.0,2.54,-0.54
2025-07-01,199901,258,2.0,2.14,-0.14000000000000012
2025-07-01,199902,258,1.0,2.42,-1.42
2025-07-01,201305,258,4.0,2.07,1.9300000000000002
2025-07-01,201653,258,1.0,1.11,-0.1100000000000001
2025-07-01,202108,258,2.0,1.66,0.3400000000000001
2025-07-01,202109,258,2.0,1.4,0.6000000000000001
2025-07-01,202795,258,2.0,2.12,-0.1200000000000001
2025-07-01,203200,258,2.0,1.66,0.3400000000000001
2025-07-01,203270,258,1.0,1.29,-0.29000000000000004
2025-07-01,203273,258,1.0,1.67,-0.6699999999999999
2025-07-01,203532,258,2.0,1.68,0.32000000000000006
2025-07-01,203549,258,1.0,2.29,-1.29
2025-07-01,203914,258,1.0,2.38,-1.38
2025-07-01,203986,258,2.0,2.79,-0.79
2025-07-01,203987,258,1.0,1.3,-0.30000000000000004
2025-07-01,207073,258,1.0,1.21,-0.20999999999999996
2025-07-01,207194,258,2.0,2.39,-0.3900000000000001
2025-07-01,208412,258,1.0,2.27,-1.27
2025-07-01,219210,258,3.0,1.67,1.33
2025-07-01,220259,258,1.0,1.21,-0.20999999999999996
2025-07-01,220927,258,6.0,4.79,1.21
2025-07-01,199848,258,4.0,4.47,-0.46999999999999975
2025-07-01,189128,258,4.0,1.89,2.1100000000000003
2025-07-01,188882,258,1.0,1.41,-0.4099999999999999
2025-07-01,188883,258,2.0,2.19,-0.18999999999999995
2025-07-01,184938,258,1.0,1.42,-0.41999999999999993
2025-07-01,184941,258,1.0,1.61,-0.6100000000000001
2025-07-01,184943,258,4.0,1.6,2.4
2025-07-01,184945,258,4.0,2.86,1.1400000000000001
2025-07-01,184948,258,2.0,1.27,0.73
2025-07-01,184950,258,1.0,1.37,-0.3700000000000001
2025-07-01,184954,258,4.0,1.94,2.06
2025-07-01,184955,258,1.0,1.45,-0.44999999999999996
2025-07-01,184958,258,3.0,2.08,0.9199999999999999
2025-07-01,184961,258,1.0,3.09,-2.09
2025-07-01,184935,258,5.0,6.66,-1.6600000000000001
2025-07-01,184963,258,2.0,1.66,0.3400000000000001
2025-07-01,184966,258,2.0,3.09,-1.0899999999999999
2025-07-01,184970,258,2.0,2.12,-0.1200000000000001
2025-07-01,184973,258,1.0,2.29,-1.29
2025-07-01,184974,258,1.0,1.38,-0.3799999999999999
2025-07-01,184984,258,1.0,1.82,-0.8200000000000001
2025-07-01,184985,258,1.0,2.13,-1.13
2025-07-01,184988,258,2.0,1.58,0.41999999999999993
2025-07-01,184989,258,1.0,1.14,-0.1399999999999999
2025-07-01,184998,258,2.0,2.56,-0.56
2025-07-01,184965,258,1.0,2.42,-1.42
2025-07-01,185000,258,1.0,2.33,-1.33
2025-07-01,184934,258,1.0,1.98,-0.98
2025-07-01,184928,258,2.0,1.27,0.73
2025-07-01,189107,258,1.0,1.32,-0.32000000000000006
2025-07-01,184864,258,1.0,1.51,-0.51
2025-07-01,184868,258,2.0,2.31,-0.31000000000000005
2025-07-01,184869,258,1.0,1.5,-0.5
2025-07-01,184873,258,4.0,2.77,1.23
2025-07-01,184874,258,1.0,1.76,-0.76
2025-07-01,184877,258,2.0,1.72,0.28
2025-07-01,184881,258,5.0,4.43,0.5700000000000003
2025-07-01,184882,258,2.0,1.82,0.17999999999999994
2025-07-01,184883,258,6.0,5.31,0.6900000000000004
2025-07-01,184887,258,2.0,1.66,0.3400000000000001
2025-07-01,184933,258,4.0,1.39,2.6100000000000003
2025-07-01,184891,258,2.0,4.25,-2.25
2025-07-01,184895,258,1.0,2.29,-1.29
2025-07-01,184899,258,3.0,2.17,0.8300000000000001
2025-07-01,184903,258,3.0,3.26,-0.2599999999999998
2025-07-01,184910,258,2.0,2.14,-0.14000000000000012
2025-07-01,184914,258,1.0,1.57,-0.5700000000000001
2025-07-01,184920,258,2.0,1.54,0.45999999999999996
2025-07-01,184921,258,2.0,2.34,-0.33999999999999986
2025-07-01,184922,258,3.0,1.66,1.34
2025-07-01,184924,258,2.0,1.38,0.6200000000000001
2025-07-01,184927,258,2.0,1.87,0.1299999999999999
2025-07-01,184893,258,3.0,1.67,1.33
2025-07-01,185002,258,1.0,2.64,-1.6400000000000001
2025-07-01,184860,258,1.0,1.5,-0.5
2025-07-01,185005,258,1.0,1.29,-0.29000000000000004
2025-07-01,185978,258,1.0,2.41,-1.4100000000000001
2025-07-01,185979,258,1.0,2.82,-1.8199999999999998
2025-07-01,185982,258,4.0,4.27,-0.2699999999999996
2025-07-01,185983,258,2.0,3.03,-1.0299999999999998
2025-07-01,185984,258,2.0,3.13,-1.13
2025-07-01,185987,258,2.0,3.0,-1.0
2025-07-01,186007,258,1.0,1.23,-0.22999999999999998
2025-07-01,186009,258,1.0,1.54,-0.54
2025-07-01,186183,258,1.0,2.41,-1.4100000000000001
2025-07-01,186184,258,1.0,1.86,-0.8600000000000001
2025-07-01,186229,258,3.0,2.83,0.16999999999999993
2025-07-01,185875,258,8.0,2.36,5.640000000000001
2025-07-01,186230,258,2.0,1.96,0.040000000000000036
2025-07-01,187515,258,2.0,4.36,-2.3600000000000003
2025-07-01,187519,258,3.0,4.25,-1.25
2025-07-01,187585,258,1.0,1.33,-0.33000000000000007
2025-07-01,187587,258,2.0,1.23,0.77
2025-07-01,187588,258,2.0,2.51,-0.5099999999999998
2025-07-01,187597,258,10.0,1.62,8.379999999999999
2025-07-01,187786,258,1.0,1.23,-0.22999999999999998
2025-07-01,187788,258,1.0,1.44,-0.43999999999999995
2025-07-01,188007,258,1.0,3.08,-2.08
2025-07-01,188879,258,3.0,1.52,1.48
2025-07-01,185003,258,1.0,2.59,-1.5899999999999999
2025-07-01,187349,258,2.0,1.29,0.71
2025-07-01,185874,258,5.0,2.76,2.24
2025-07-01,188881,258,1.0,4.17,-3.17
2025-07-01,185697,258,1.0,1.53,-0.53
2025-07-01,185007,258,1.0,1.27,-0.27
2025-07-01,185010,258,1.0,1.29,-0.29000000000000004
2025-07-01,185020,258,2.0,1.26,0.74
2025-07-01,185033,258,1.0,2.21,-1.21
2025-07-01,185034,258,1.0,1.24,-0.24
2025-07-01,185038,258,1.0,2.09,-1.0899999999999999
2025-07-01,185043,258,1.0,1.14,-0.1399999999999999
2025-07-01,185868,258,6.0,5.0,1.0
2025-07-01,185061,258,10.0,2.14,7.859999999999999
2025-07-01,185065,258,2.0,1.61,0.3899999999999999
2025-07-01,185049,258,1.0,1.82,-0.8200000000000001
2025-07-01,185069,258,9.0,6.86,2.1399999999999997
2025-07-01,185179,258,1.0,2.26,-1.2599999999999998
2025-07-01,185173,258,1.0,1.41,-0.4099999999999999
2025-07-01,185089,258,19.0,12.89,6.109999999999999
2025-07-01,185085,258,103.0,88.08,14.920000000000002
2025-07-01,185181,258,3.0,1.56,1.44
2025-07-01,185081,258,1.0,2.75,-1.75
2025-07-01,185080,258,2.0,7.47,-5.47
2025-07-01,185079,258,1.0,2.93,-1.9300000000000002
2025-08-01,193188,258,5.0,7.84,-2.84
2025-08-01,193214,258,1.0,2.4,-1.4
2025-08-01,193238,258,1.0,1.18,-0.17999999999999994
2025-08-01,193241,258,1.0,2.34,-1.3399999999999999
2025-08-01,193371,258,1.0,1.61,-0.6100000000000001
2025-08-01,193404,258,3.0,2.09,0.9100000000000001
2025-08-01,193418,258,1.0,1.92,-0.9199999999999999
2025-08-01,193421,258,1.0,1.1,-0.10000000000000009
2025-08-01,193423,258,1.0,2.34,-1.3399999999999999
2025-08-01,194200,258,1.0,2.55,-1.5499999999999998
2025-08-01,198239,258,3.0,1.13,1.87
2025-08-01,194564,258,2.0,2.02,-0.020000000000000018
2025-08-01,195875,258,1.0,2.39,-1.3900000000000001
2025-08-01,195883,258,4.0,5.15,-1.1500000000000004
2025-08-01,195887,258,3.0,2.25,0.75
2025-08-01,197676,258,1.0,2.07,-1.0699999999999998
2025-08-01,197795,258,2.0,1.64,0.3600000000000001
2025-08-01,197797,258,1.0,2.51,-1.5099999999999998
2025-08-01,336046,258,2.0,2.36,-0.3599999999999999
2025-08-01,198115,258,1.0,1.32,-0.32000000000000006
2025-08-01,198230,258,2.0,2.44,-0.43999999999999995
2025-08-01,198235,258,1.0,1.42,-0.41999999999999993
2025-08-01,194408,258,1.0,1.19,-0.18999999999999995
2025-08-01,192990,258,3.0,7.6,-4.6
2025-08-01,192083,258,2.0,1.46,0.54
2025-08-01,192777,258,6.0,2.21,3.79
2025-08-01,198794,258,14.0,7.51,6.49
2025-08-01,189521,258,1.0,1.23,-0.22999999999999998
2025-08-01,190001,258,1.0,1.7,-0.7
2025-08-01,190003,258,1.0,1.12,-0.1200000000000001
2025-08-01,190072,258,2.0,1.2,0.8
2025-08-01,190073,258,1.0,1.6,-0.6000000000000001
2025-08-01,190079,258,1.0,2.4,-1.4
2025-08-01,190232,258,1.0,1.11,-0.1100000000000001
2025-08-01,191391,258,1.0,1.13,-0.1299999999999999
2025-08-01,191527,258,4.0,1.38,2.62
2025-08-01,192840,258,1.0,1.33,-0.33000000000000007
2025-08-01,191554,258,1.0,1.56,-0.56
2025-08-01,192082,258,1.0,1.36,-0.3600000000000001
2025-08-01,192135,258,1.0,1.0,0.0
2025-08-01,192140,258,1.0,2.38,-1.38
2025-08-01,192398,258,1.0,1.25,-0.25
2025-08-01,192413,258,1.0,1.18,-0.17999999999999994
2025-08-01,192420,258,1.0,1.23,-0.22999999999999998
2025-08-01,192474,258,1.0,1.67,-0.6699999999999999
2025-08-01,192476,258,1.0,1.22,-0.21999999999999997
2025-08-01,192553,258,1.0,2.33,-1.33
2025-08-01,192691,258,2.0,0.96,1.04
2025-08-01,192752,258,1.0,2.01,-1.0099999999999998
2025-08-01,192081,258,1.0,2.31,-1.31
2025-08-01,199039,258,3.0,2.1,0.8999999999999999
2025-08-01,222473,258,1.0,2.53,-1.5299999999999998
2025-08-01,199848,258,7.0,4.42,2.58
2025-08-01,239648,258,1.0,2.3,-1.2999999999999998
2025-08-01,243167,258,2.0,1.16,0.8400000000000001
2025-08-01,244402,258,1.0,2.0,-1.0
2025-08-01,244446,258,1.0,2.78,-1.7799999999999998
2025-08-01,244478,258,1.0,1.21,-0.20999999999999996
2025-08-01,244998,258,2.0,1.23,0.77
2025-08-01,247601,258,1.0,1.21,-0.20999999999999996
2025-08-01,247661,258,3.0,1.52,1.48
2025-08-01,249780,258,1.0,1.65,-0.6499999999999999
2025-08-01,251073,258,5.0,5.46,-0.45999999999999996
2025-08-01,257017,258,2.0,1.29,0.71
2025-08-01,258593,258,1.0,1.59,-0.5900000000000001
2025-08-01,266358,258,2.0,1.42,0.5800000000000001
2025-08-01,268164,258,1.0,1.16,-0.15999999999999992
2025-08-01,268313,258,1.0,1.34,-0.3400000000000001
2025-08-01,270591,258,15.0,13.86,1.1400000000000006
2025-08-01,291211,258,1.0,2.34,-1.3399999999999999
2025-08-01,298298,258,3.0,1.58,1.42
2025-08-01,304066,258,19.0,42.9,-23.9
2025-08-01,304075,258,3.0,1.75,1.25
2025-08-01,189231,258,4.0,2.22,1.7799999999999998
2025-08-01,239646,258,1.0,1.04,-0.040000000000000036
2025-08-01,239621,258,1.0,1.19,-0.18999999999999995
2025-08-01,239618,258,2.0,2.3,-0.2999999999999998
2025-08-01,222492,258,3.0,1.55,1.45
2025-08-01,199856,258,1.0,1.9,-0.8999999999999999
2025-08-01,199901,258,1.0,2.22,-1.2200000000000002
2025-08-01,199902,258,1.0,2.37,-1.37
2025-08-01,201304,258,1.0,1.13,-0.1299999999999999
2025-08-01,201305,258,3.0,2.17,0.8300000000000001
2025-08-01,201653,258,1.0,1.06,-0.06000000000000005
2025-08-01,203200,258,1.0,2.2,-1.2000000000000002
2025-08-01,203268,258,2.0,1.27,0.73
2025-08-01,203273,258,2.0,1.33,0.6699999999999999
2025-08-01,199763,258,5.0,3.24,1.7599999999999998
2025-08-01,203549,258,2.0,1.62,0.3799999999999999
2025-08-01,203555,258,1.0,1.17,-0.16999999999999993
2025-08-01,203986,258,1.0,2.18,-1.1800000000000002
2025-08-01,207194,258,1.0,2.07,-1.0699999999999998
2025-08-01,219210,258,2.0,1.08,0.9199999999999999
2025-08-01,219238,258,5.0,1.93,3.0700000000000003
2025-08-01,219241,258,3.0,1.47,1.53
2025-08-01,219243,258,1.0,1.5,-0.5
2025-08-01,220927,258,2.0,6.04,-4.04
2025-08-01,221563,258,1.0,1.64,-0.6399999999999999
2025-08-01,203533,258,2.0,2.3,-0.2999999999999998
2025-08-01,189123,258,1.0,1.27,-0.27
2025-08-01,197798,258,1.0,1.89,-0.8899999999999999
2025-08-01,188882,258,1.0,1.26,-0.26
2025-08-01,184934,258,1.0,1.62,-0.6200000000000001
2025-08-01,184935,258,3.0,7.59,-4.59
2025-08-01,184938,258,1.0,1.36,-0.3600000000000001
2025-08-01,184939,258,2.0,1.63,0.3700000000000001
2025-08-01,184941,258,1.0,1.57,-0.5700000000000001
2025-08-01,184945,258,2.0,2.6,-0.6000000000000001
2025-08-01,184946,258,1.0,2.3,-1.2999999999999998
2025-08-01,184950,258,1.0,1.14,-0.1399999999999999
2025-08-01,184951,258,1.0,1.08,-0.08000000000000007
2025-08-01,184954,258,2.0,1.64,0.3600000000000001
2025-08-01,184955,258,1.0,1.31,-0.31000000000000005
2025-08-01,184958,258,1.0,1.76,-0.76
2025-08-01,184961,258,1.0,2.83,-1.83
2025-08-01,184963,258,1.0,1.32,-0.32000000000000006
2025-08-01,184966,258,1.0,2.99,-1.9900000000000002
2025-08-01,184976,258,2.0,2.11,-0.10999999999999988
2025-08-01,184977,258,1.0,1.28,-0.28
2025-08-01,184984,258,2.0,1.69,0.31000000000000005
2025-08-01,184985,258,4.0,1.97,2.0300000000000002
2025-08-01,184988,258,2.0,1.31,0.69
2025-08-01,184989,258,1.0,1.34,-0.3400000000000001
2025-08-01,184991,258,1.0,1.04,-0.040000000000000036
2025-08-01,184933,258,1.0,1.05,-0.050000000000000044
2025-08-01,184931,258,1.0,1.16,-0.15999999999999992
2025-08-01,184927,258,5.0,1.67,3.33
2025-08-01,184921,258,1.0,2.13,-1.13
2025-08-01,188883,258,1.0,1.86,-0.8600000000000001
2025-08-01,184860,258,1.0,1.41,-0.4099999999999999
2025-08-01,184862,258,1.0,1.22,-0.21999999999999997
2025-08-01,184864,258,1.0,1.45,-0.44999999999999996
2025-08-01,184865,258,1.0,1.38,-0.3799999999999999
2025-08-01,184866,258,2.0,1.19,0.81
2025-08-01,184867,258,1.0,1.25,-0.25
2025-08-01,184868,258,1.0,2.38,-1.38
2025-08-01,184869,258,1.0,1.33,-0.33000000000000007
2025-08-01,184873,258,4.0,3.54,0.45999999999999996
2025-08-01,184998,258,4.0,2.29,1.71
2025-08-01,184874,258,3.0,1.37,1.63
2025-08-01,184879,258,1.0,1.04,-0.040000000000000036
2025-08-01,184881,258,4.0,5.27,-1.2699999999999996
2025-08-01,184891,258,3.0,2.89,0.10999999999999988
2025-08-01,184899,258,1.0,1.99,-0.99
2025-08-01,184903,258,1.0,2.62,-1.62
2025-08-01,184907,258,1.0,1.49,-0.49
2025-08-01,184908,258,1.0,1.78,-0.78
2025-08-01,184910,258,1.0,1.91,-0.9099999999999999
